originalquesid,questionid,title,question,tags,link,source,preparedtitle
"4041238,",419163,What does if __name__ == “__main__”: do?,"
Given the following code, what does the if __name__ == ""__main__"": do?
# Threading example
import time, thread

def myfunction(string, sleeptime, lock, *args):
    while True:
        lock.acquire()
        time.sleep(sleeptime)
        lock.release()
        time.sleep(sleeptime)

if __name__ == ""__main__"":
    lock = thread.allocate_lock()
    thread.start_new_thread(myfunction, (""Thread #: 1"", 2, lock))
    thread.start_new_thread(myfunction, (""Thread #: 2"", 2, lock))

","python,namespaces,main,python-module,idioms,",https://stackoverflow.com/questions/419163/what-does-if-name-main-do,https://stackoverflow.com,   name         main     do 
"604864,",339483,How can I remove the first line of a text file using bash/sed script?,"
I need to repeatedly remove the first line from a huge text file using a bash script.
Right now I am using sed -i -e ""1d"" $FILE - but it takes around a minute to do the deletion.
Is there a more efficient way to accomplish this?
","bash,scripting,sed,",https://stackoverflow.com/questions/339483/how-can-i-remove-the-first-line-of-a-text-file-using-bash-sed-script,https://stackoverflow.com, remove first line text file using bash sed script 
"5971645,",4055633,What does ~~ (“double tilde”) do in Javascript?,"
I was checking out an online game physics library today and came across the ~~ operator.  I know a single ~ is a bitwise NOT, would that make ~~ a NOT of a NOT, which would give back the same value, wouldn't it?
","javascript,",https://stackoverflow.com/questions/4055633/what-does-double-tilde-do-in-javascript,https://stackoverflow.com,      double tilde   javascript 
"1810743,",431684,How do I change the working directory in Python?,"
cd is the shell command to change the working directory.
How do I change the current working directory in Python?
","python,cd,",https://stackoverflow.com/questions/431684/how-do-i-change-the-working-directory-in-python,https://stackoverflow.com, change working directory python 
"598672,",435646,Combine the first two commits of a Git repository?,"
Suppose you have a history containing the three commits A, B and C:
A-B-C

I would like to combine the two commits A and B to one commit AB:
AB-C

I tried
git rebase -i A

which opens up my editor with the following contents:
pick e97a17b B
pick asd314f C

I change this to
squash e97a17b B
pick asd314f C

Then Git 1.6.0.4 says:
Cannot 'squash' without a previous commit

Is there a way or is this just impossible?
","git,rebase,git-rebase,git-rewrite-history,",https://stackoverflow.com/questions/435646/combine-the-first-two-commits-of-a-git-repository,https://stackoverflow.com, combine first two commits git repository 
"1359018,6658752,",203198,Event binding on dynamically created elements?,"



I have a bit of code where I am looping through all the select boxes on a page and binding a .hover event to them to do a bit of twiddling with their width on mouse on/off.
This happens on page ready and works just fine.
The problem I have is that any select boxes I add via Ajax or DOM after the initial loop won't have the event bound.
I have found this plugin (jQuery Live Query Plugin), but before I add another 5k to my pages with a plugin, I want to see if anyone knows a way to do this, either with jQuery directly or by another option.
","javascript,jquery,events,unobtrusive-javascript,",https://stackoverflow.com/questions/203198/event-binding-on-dynamically-created-elements,https://stackoverflow.com, event binding dynamically created elements 
"2279030,",383947,What does it mean to “program to an interface”?,"
I have seen this mentioned a few times and I am not clear on what it means. When and why would you do this? 
I know what interfaces do, but the fact I am not clear on this makes me think I am missing out on using them correctly. 
Is it just so if you were to do:
IInterface classRef = new ObjectWhatever()

You could use any class that implements IInterface? When would you need to do that? The only thing I can think of is if you have a method and you are unsure of what object will be passed except for it implementing IInterface. I cannot think how often you would need to do that. 
Also, how could you write a method that takes in an object that implements an interface? Is that possible?
","language-agnostic,oop,interface,",https://stackoverflow.com/questions/383947/what-does-it-mean-to-program-to-an-interface,https://stackoverflow.com, mean  program interface  
"2988017,",1504717,Why does comparing strings using either '==' or 'is' sometimes produce a different result?,"
I've got a Python program where two variables are set to the value 'public'. In a conditional expression I have the comparison var1 is var2 which fails, but if I change it to var1 == var2 it returns True.
Now if I open my Python interpreter and do the same ""is"" comparison, it succeeds.
>>> s1 = 'public'
>>> s2 = 'public'
>>> s2 is s1
True

What am I missing here?
","python,string,comparison,identity,equality,",https://stackoverflow.com/questions/1504717/why-does-comparing-strings-using-either-or-is-sometimes-produce-a-differe,https://stackoverflow.com, comparing string using either       is  sometimes produce different result 
"2170923,",3138756,Calling a function every 60 seconds,"
Using setTimeout() it is possible to launch a function at a specified time:
setTimeout(function, 60000);

But what if I would like to launch the function multiple times? Every time a time interval passes, I would like to execute the function (every 60 seconds, let's say).
","javascript,function,timer,setinterval,",https://stackoverflow.com/questions/3138756/calling-a-function-every-60-seconds,https://stackoverflow.com, calling function every 60 second
"2998784,10073699,",1267283,How can I pad a value with leading zeros?,"
What is the recommended way to zerofill a value in JavaScript? I imagine I could build a custom function to pad zeros on to a typecasted value, but I'm wondering if there is a more direct way to do this?
Note: By ""zerofilled"" I mean it in the database sense of the word (where a 6-digit zerofilled representation of the number 5 would be ""000005"").
","javascript,zerofill,",https://stackoverflow.com/questions/1267283/how-can-i-pad-a-value-with-leading-zeros,https://stackoverflow.com, pad value leading zeros 
"5271782,",5235142,How do I disable the resizable property of a textarea?,"
I want to disable the resizable property of a textarea.
Currently, I can resize a textarea by clicking on the bottom right corner of the textarea and dragging the mouse. How can I disable this?

","html,css,",https://stackoverflow.com/questions/5235142/how-do-i-disable-the-resizable-property-of-a-textarea,https://stackoverflow.com, disable resizable property textarea 
"8159524,",8073673,How can I add new array elements at the beginning of an array in Javascript?,"
I have a need to add or prepend elements at the beginning of an array.
For example, if my array looks like below:
[23, 45, 12, 67]

And the response from my AJAX call is 34, I want the updated array to be like the following:
[34, 23, 45, 12, 67]

Currently I am planning to do it like this:
var newArray = [];
newArray.push(response);

for (var i = 0; i < theArray.length; i++) {
    newArray.push(theArray[i]);
}

theArray = newArray;
delete newArray;

Is there any better way to do this? Does Javascript have any built-in functionality that does this?
The complexity of my method is O(n) and it would be really interesting to see better implementations.
","javascript,arrays,",https://stackoverflow.com/questions/8073673/how-can-i-add-new-array-elements-at-the-beginning-of-an-array-in-javascript,https://stackoverflow.com, add new array element beginning array javascript 
"15478127,7983820,",663171,How do I get a substring of a string in Python?,"
Is there a way to substring a string in Python, to get a new string from the third character to the end of the string?
Maybe like myString[2:end]?
If leaving the second part means 'till the end', and if you leave the first part, does it start from the start?
","python,string,substring,",https://stackoverflow.com/questions/663171/how-do-i-get-a-substring-of-a-string-in-python,https://stackoverflow.com, get substring string python 
